customer_id,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_total,segment
16304.0,694.0,1,381.65999999999997,1,1,2,4,Lost
12860.0,692.0,1,54.22,1,1,1,3,Lost
15413.0,691.0,5,6798.719999999999,1,3,4,8,Loyal
13907.0,691.0,1,136.8,1,1,1,3,Lost
14892.0,690.0,1,202.35,1,1,1,3,Lost
12470.0,689.0,1,211.95,1,1,1,3,Lost
16867.0,689.0,1,76.74,1,1,1,3,Lost
15697.0,689.0,1,246.75,1,1,1,3,Lost
15375.0,689.0,1,60.959999999999994,1,1,1,3,Lost
13315.0,688.0,1,310.26000000000005,1,1,1,3,Lost
14983.0,688.0,1,183.20000000000002,1,1,1,3,Lost
13457.0,688.0,2,148.22,1,2,1,4,Lost
17875.0,687.0,1,167.10000000000002,1,1,1,3,Lost
14207.0,687.0,1,157.8,1,1,1,3,Lost
17794.0,686.0,2,147.3,1,2,1,4,Lost
14274.0,685.0,1,256.59999999999997,1,1,1,3,Lost
16822.0,685.0,1,181.39000000000004,1,1,1,3,Lost
14879.0,684.0,1,185.06000000000003,1,1,1,3,Lost
13036.0,684.0,1,307.1,1,1,1,3,Lost
14070.0,684.0,1,321.59999999999997,1,1,1,3,Lost
14519.0,683.0,2,203.14000000000004,1,2,1,4,Lost
18199.0,683.0,1,344.74999999999994,1,1,2,4,Lost
14751.0,683.0,2,126.45000000000002,1,2,1,4,Lost
14376.0,682.0,1,215.45999999999995,1,1,1,3,Lost
12439.0,682.0,2,1142.8800000000003,1,2,3,6,At Risk
15959.0,681.0,3,542.8899999999998,1,3,2,6,At Risk
12404.0,681.0,1,63.24,1,1,1,3,Lost
12570.0,681.0,1,77.52,1,1,1,3,Lost
16481.0,681.0,1,453.38,1,1,2,4,Lost
12466.0,681.0,1,56.73,1,1,1,3,Lost
16291.0,681.0,1,117.72,1,1,1,3,Lost
16047.0,681.0,1,107.14,1,1,1,3,Lost
12869.0,681.0,1,337.6700000000001,1,1,1,3,Lost
12606.0,681.0,1,21.0,1,1,1,3,Lost
16051.0,681.0,1,188.44,1,1,1,3,Lost
14380.0,681.0,1,48.96,1,1,1,3,Lost
12555.0,681.0,1,129.23,1,1,1,3,Lost
12846.0,681.0,1,15.58,1,1,1,3,Lost
17982.0,680.0,1,138.17999999999998,1,1,1,3,Lost
14831.0,679.0,3,1676.5699999999997,1,3,3,7,At Risk
14613.0,679.0,1,76.32000000000001,1,1,1,3,Lost
15487.0,679.0,1,231.32000000000002,1,1,1,3,Lost
16137.0,679.0,1,422.69999999999993,1,1,2,4,Lost
16802.0,678.0,2,582.6100000000004,1,2,2,5,Lost
16673.0,678.0,1,171.13,1,1,1,3,Lost
15588.0,677.0,1,579.6,1,1,2,4,Lost
13511.0,676.0,1,282.76,1,1,1,3,Lost
15338.0,676.0,1,277.9299999999999,1,1,1,3,Lost
14637.0,676.0,1,106.67999999999999,1,1,1,3,Lost
13392.0,676.0,1,91.14,1,2,1,4,Lost
15317.0,676.0,1,129.75,1,1,1,3,Lost
18175.0,675.0,1,176.10000000000002,1,1,1,3,Lost
13628.0,675.0,1,310.14,1,1,1,3,Lost
12848.0,675.0,1,208.00000000000003,1,1,1,3,Lost
13553.0,674.0,1,499.5999999999997,1,1,2,4,Lost
13757.0,674.0,1,195.55,1,1,1,3,Lost
12396.0,673.0,1,931.4300000000003,1,2,3,6,At Risk
14545.0,673.0,1,349.25,1,1,2,4,Lost
13009.0,672.0,1,234.0,1,1,1,3,Lost
17328.0,672.0,1,104.7,1,1,1,3,Lost
14151.0,672.0,2,679.4499999999998,1,2,2,5,Lost
13234.0,672.0,2,346.5,1,2,2,5,Lost
18267.0,672.0,1,269.37,1,1,1,3,Lost
16082.0,669.0,1,106.75,1,1,1,3,Lost
18070.0,668.0,1,314.09999999999997,1,1,1,3,Lost
13119.0,668.0,1,134.9,1,1,1,3,Lost
15082.0,668.0,1,93.35000000000002,1,2,1,4,Lost
15892.0,668.0,1,128.20000000000005,1,1,1,3,Lost
14884.0,668.0,1,120.60000000000001,1,1,1,3,Lost
17810.0,668.0,2,373.15999999999997,1,2,2,5,Lost
17294.0,668.0,2,467.78999999999996,1,2,2,5,Lost
17319.0,668.0,1,29.1,1,1,1,3,Lost
16530.0,667.0,1,48.349999999999994,1,1,1,3,Lost
16436.0,667.0,3,319.13999999999993,1,3,1,5,Lost
15176.0,667.0,1,988.0400000000002,1,2,3,6,At Risk
12776.0,667.0,1,55.5,1,1,1,3,Lost
16577.0,666.0,1,379.99999999999994,1,1,2,4,Lost
17575.0,666.0,1,171.7,1,1,1,3,Lost
13442.0,666.0,3,419.87000000000006,1,2,2,5,Lost
15765.0,666.0,1,370.6299999999999,1,1,2,4,Lost
17780.0,666.0,3,346.55999999999995,1,3,2,6,At Risk
14072.0,666.0,1,390.85,1,1,2,4,Lost
15293.0,665.0,1,247.49999999999997,1,1,1,3,Lost
14190.0,665.0,1,79.9,1,1,1,3,Lost
17108.0,663.0,1,174.95,1,1,1,3,Lost
15964.0,662.0,1,269.21000000000004,1,1,1,3,Lost
15359.0,662.0,8,181.35,1,4,1,6,At Risk
14943.0,662.0,1,107.62,1,1,1,3,Lost
14989.0,661.0,1,342.4,1,1,2,4,Lost
17778.0,661.0,1,197.7,1,1,1,3,Lost
17662.0,661.0,2,412.9200000000001,1,2,2,5,Lost
17136.0,661.0,1,231.67999999999995,1,1,1,3,Lost
15371.0,661.0,1,59.400000000000006,1,1,1,3,Lost
18285.0,660.0,1,427.0,1,1,2,4,Lost
15662.0,660.0,2,283.73,1,2,1,4,Lost
14244.0,660.0,1,366.4200000000001,1,1,2,4,Lost
18153.0,658.0,1,246.21999999999997,1,1,1,3,Lost
13604.0,658.0,1,717.62,1,1,2,4,Lost
17721.0,658.0,1,307.21000000000004,1,1,1,3,Lost
15693.0,658.0,1,37.5,1,1,1,3,Lost
14783.0,658.0,1,307.3,1,1,1,3,Lost
13191.0,657.0,1,164.69000000000005,1,1,1,3,Lost
12416.0,656.0,1,202.56,1,1,1,3,Lost
15928.0,655.0,1,293.53,1,1,1,3,Lost
14602.0,655.0,1,205.35999999999996,1,1,1,3,Lost
17439.0,655.0,1,325.74,1,1,1,3,Lost
17195.0,654.0,1,562.9799999999998,1,1,2,4,Lost
14726.0,654.0,1,116.50000000000001,1,1,1,3,Lost
14091.0,653.0,2,9530.079999999998,1,2,4,7,At Risk
16388.0,653.0,1,186.04999999999998,1,1,1,3,Lost
13490.0,653.0,1,154.25,1,1,1,3,Lost
15295.0,653.0,1,207.04,1,1,1,3,Lost
14558.0,653.0,3,655.5,1,3,2,6,At Risk
13469.0,652.0,1,82.4,1,2,1,4,Lost
16118.0,652.0,1,4376.25,1,1,4,6,At Risk
13765.0,652.0,1,352.82099999999997,1,1,2,4,Lost
13944.0,652.0,1,200.42999999999998,1,1,1,3,Lost
17207.0,651.0,1,292.62000000000006,1,1,1,3,Lost
14402.0,651.0,1,285.59999999999997,1,1,1,3,Lost
15943.0,649.0,2,271.28999999999996,1,2,1,4,Lost
18046.0,649.0,1,189.63,1,1,1,3,Lost
15477.0,649.0,1,368.4,1,1,2,4,Lost
14131.0,648.0,1,168.22000000000003,1,1,1,3,Lost
17305.0,648.0,1,2135.46,1,2,3,6,At Risk
17209.0,648.0,3,595.7,1,3,2,6,At Risk
16273.0,647.0,2,318.34,1,2,1,4,Lost
17116.0,647.0,1,389.78,1,1,2,4,Lost
16731.0,647.0,1,170.29999999999998,1,1,1,3,Lost
17638.0,646.0,2,842.4,1,2,2,5,Lost
18148.0,646.0,1,112.85000000000001,1,1,1,3,Lost
15927.0,646.0,1,106.54000000000002,1,1,1,3,Lost
13793.0,646.0,1,96.0,1,2,1,4,Lost
18152.0,645.0,1,426.68999999999994,1,1,2,4,Lost
16285.0,645.0,1,176.89999999999995,1,1,1,3,Lost
13879.0,645.0,1,395.50000000000006,1,1,2,4,Lost
15875.0,645.0,1,108.51999999999998,1,1,1,3,Lost
14018.0,644.0,1,367.15,1,1,2,4,Lost
17577.0,644.0,2,348.75,1,2,2,5,Lost
12568.0,644.0,1,70.0,1,1,1,3,Lost
15929.0,643.0,1,594.0,1,1,2,4,Lost
18253.0,642.0,1,317.88,1,1,1,3,Lost
15631.0,641.0,1,596.6700000000002,1,1,2,4,Lost
16534.0,641.0,1,635.9000000000002,1,1,2,4,Lost
14369.0,641.0,2,469.1299999999999,1,2,2,5,Lost
18029.0,641.0,1,433.77,1,1,2,4,Lost
15250.0,640.0,1,60.0,1,1,1,3,Lost
13454.0,640.0,1,219.87000000000003,1,1,1,3,Lost
17488.0,640.0,1,336.5,1,1,1,3,Lost
12495.0,640.0,1,357.40000000000003,1,1,2,4,Lost
16537.0,640.0,1,23.35,1,1,1,3,Lost
13641.0,640.0,5,1016.4700000000003,1,3,3,7,At Risk
17907.0,640.0,1,291.75999999999993,1,1,1,3,Lost
13413.0,639.0,6,429.44000000000005,1,3,2,6,At Risk
15558.0,638.0,1,202.67999999999998,1,1,1,3,Lost
12954.0,638.0,1,162.45000000000002,1,1,1,3,Lost
17065.0,637.0,2,194.7,1,2,1,4,Lost
12692.0,636.0,1,110.95,1,1,1,3,Lost
15941.0,636.0,1,405.0,1,1,2,4,Lost
13724.0,636.0,1,213.01,1,1,1,3,Lost
16911.0,635.0,2,255.24999999999991,1,2,1,4,Lost
13688.0,634.0,1,375.5,1,1,2,4,Lost
13543.0,633.0,2,1439.61,1,2,3,6,At Risk
18051.0,633.0,7,2282.28,1,4,4,9,Loyal
13530.0,633.0,1,402.98,1,1,2,4,Lost
12366.0,633.0,1,500.24,1,1,2,4,Lost
13612.0,632.0,1,818.2900000000003,1,2,2,5,Lost
14604.0,632.0,1,143.86,1,1,1,3,Lost
17568.0,632.0,1,374.44999999999993,1,1,2,4,Lost
17479.0,632.0,1,389.26,1,1,2,4,Lost
17933.0,631.0,1,114.69000000000001,1,1,1,3,Lost
18131.0,631.0,1,222.95999999999998,1,1,1,3,Lost
18187.0,631.0,1,724.8900000000001,1,1,2,4,Lost
13902.0,631.0,5,34095.26000000001,1,3,4,8,Loyal
13128.0,630.0,1,263.5,1,1,1,3,Lost
15496.0,630.0,1,146.14000000000001,1,1,1,3,Lost
15760.0,630.0,2,13916.34,1,2,4,7,At Risk
16452.0,630.0,2,332.16999999999996,1,2,1,4,Lost
14832.0,629.0,1,322.69,1,1,1,3,Lost
16508.0,629.0,1,240.95000000000002,1,1,1,3,Lost
17916.0,628.0,2,43.870000000000005,1,2,1,4,Lost
12533.0,627.0,2,1367.8899999999996,1,2,3,6,At Risk
17587.0,627.0,1,176.71,1,1,1,3,Lost
12796.0,627.0,1,381.0,1,1,2,4,Lost
17285.0,627.0,2,407.9399999999999,1,2,2,5,Lost
14928.0,627.0,1,223.90999999999997,1,1,1,3,Lost
16397.0,627.0,1,123.13000000000002,1,1,1,3,Lost
12368.0,627.0,1,917.7000000000002,1,2,3,6,At Risk
14596.0,626.0,1,222.2199999999999,1,1,1,3,Lost
13896.0,625.0,1,388.55000000000007,1,1,2,4,Lost
16970.0,625.0,1,71.4,1,1,1,3,Lost
16077.0,625.0,1,2300.4,1,1,4,6,At Risk
12742.0,625.0,1,1201.52,1,1,3,5,Lost
13445.0,625.0,1,241.89999999999998,1,1,1,3,Lost
16296.0,625.0,4,1313.6700000000005,1,3,3,7,At Risk
16615.0,625.0,1,291.5,1,1,1,3,Lost
16578.0,625.0,1,156.6,1,1,1,3,Lost
12918.0,625.0,1,10953.5,1,1,4,6,At Risk
13459.0,624.0,2,1160.4099999999999,1,2,3,6,At Risk
12663.0,624.0,2,239.4,1,2,1,4,Lost
17072.0,624.0,1,273.35,1,1,1,3,Lost
16002.0,624.0,1,169.20999999999998,1,1,1,3,Lost
16741.0,624.0,1,173.06,1,1,1,3,Lost
15698.0,623.0,1,46.2,1,1,1,3,Lost
16090.0,623.0,1,180.55999999999997,1,1,1,3,Lost
14330.0,623.0,1,200.63000000000002,1,1,1,3,Lost
15911.0,623.0,8,1700.2400000000016,1,4,3,8,Loyal
18166.0,623.0,1,175.5,1,1,1,3,Lost
14074.0,622.0,1,219.4,1,1,1,3,Lost
15848.0,621.0,1,137.99,1,1,1,3,Lost
13825.0,621.0,2,255.58999999999997,1,2,1,4,Lost
14378.0,621.0,1,131.24999999999997,1,1,1,3,Lost
13053.0,621.0,1,127.64999999999999,1,1,1,3,Lost
15231.0,620.0,1,250.25999999999996,1,1,1,3,Lost
14809.0,620.0,2,686.76,1,2,2,5,Lost
14771.0,620.0,2,594.6199999999999,1,2,2,5,Lost
12861.0,619.0,1,68.25,1,1,1,3,Lost
13412.0,619.0,1,487.34999999999997,1,1,2,4,Lost
12496.0,619.0,2,45.339999999999996,1,2,1,4,Lost
15575.0,619.0,1,30.1,1,1,1,3,Lost
15029.0,619.0,1,365.1,1,1,2,4,Lost
16502.0,619.0,2,258.55,1,2,1,4,Lost
14706.0,618.0,1,367.54,1,1,2,4,Lost
15742.0,618.0,1,156.87,1,1,1,3,Lost
17586.0,618.0,1,167.40000000000003,1,1,1,3,Lost
13179.0,618.0,1,572.3100000000001,1,1,2,4,Lost
16704.0,617.0,2,664.1600000000001,1,2,2,5,Lost
13219.0,617.0,1,76.23000000000002,1,1,1,3,Lost
16845.0,617.0,1,253.88000000000002,1,1,1,3,Lost
17539.0,617.0,4,1176.8400000000001,1,3,3,7,At Risk
14694.0,616.0,1,244.31,1,1,1,3,Lost
17993.0,616.0,1,225.98999999999998,1,1,1,3,Lost
14200.0,616.0,1,379.2,1,1,2,4,Lost
17477.0,612.0,2,1144.3000000000004,1,2,3,6,At Risk
15770.0,612.0,1,321.45000000000005,1,1,1,3,Lost
13071.0,611.0,1,129.22,1,1,1,3,Lost
14990.0,611.0,2,304.1700000000001,1,2,1,4,Lost
16941.0,611.0,1,33.0,1,1,1,3,Lost
12711.0,611.0,2,1339.0500000000004,1,2,3,6,At Risk
13640.0,610.0,1,405.0,1,1,2,4,Lost
13852.0,610.0,1,187.35,1,1,1,3,Lost
15112.0,610.0,1,209.4,1,1,1,3,Lost
15309.0,610.0,4,797.9600000000002,1,3,2,6,At Risk
14160.0,609.0,7,8421.470000000003,1,4,4,9,Loyal
18271.0,609.0,2,680.85,1,2,2,5,Lost
17529.0,609.0,2,1240.2500000000005,1,2,3,6,At Risk
12786.0,609.0,1,728.5000000000002,1,1,2,4,Lost
13197.0,609.0,1,373.01,1,1,2,4,Lost
15613.0,609.0,1,433.71999999999997,1,1,2,4,Lost
13163.0,609.0,1,17.65,1,1,1,3,Lost
16944.0,609.0,1,101.36,1,2,1,4,Lost
15546.0,606.0,2,1079.1,1,2,3,6,At Risk
13180.0,606.0,1,86.10000000000001,1,2,1,4,Lost
14791.0,606.0,1,303.63,1,1,1,3,Lost
12671.0,605.0,1,2622.481,1,1,4,6,At Risk
15982.0,604.0,1,324.50999999999993,1,1,1,3,Lost
14172.0,604.0,3,369.02000000000004,1,3,2,6,At Risk
12459.0,604.0,1,454.35999999999984,1,1,2,4,Lost
17039.0,603.0,1,1954.99,1,2,3,6,At Risk
15771.0,603.0,3,1006.5400000000002,1,3,3,7,At Risk
13661.0,602.0,1,325.23999999999995,1,1,1,3,Lost
15354.0,602.0,3,284.4,1,3,1,5,Lost
12969.0,602.0,1,122.45,1,1,1,3,Lost
13287.0,602.0,3,781.5900000000001,1,2,2,5,Lost
16840.0,602.0,2,139.85,1,2,1,4,Lost
15979.0,602.0,1,329.22,1,1,1,3,Lost
17626.0,602.0,1,254.0,1,1,1,3,Lost
17842.0,601.0,1,430.69,1,1,2,4,Lost
15273.0,599.0,1,228.96,1,1,1,3,Lost
17474.0,599.0,1,1047.0,1,2,3,6,At Risk
13286.0,599.0,1,734.9099999999999,1,1,2,4,Lost
14845.0,599.0,1,150.0,1,1,1,3,Lost
14812.0,598.0,1,178.85000000000002,1,1,1,3,Lost
12780.0,598.0,1,337.4000000000001,1,1,1,3,Lost
15682.0,598.0,2,318.24,1,2,1,4,Lost
16548.0,598.0,1,30.150000000000002,1,1,1,3,Lost
17825.0,598.0,4,701.9599999999999,1,3,2,6,At Risk
17622.0,597.0,2,1130.2099999999998,1,2,3,6,At Risk
15455.0,597.0,1,38.25,1,1,1,3,Lost
13042.0,597.0,3,1488.5900000000006,1,3,3,7,At Risk
18134.0,597.0,2,445.0,1,2,2,5,Lost
12983.0,597.0,1,490.08,1,1,2,4,Lost
13935.0,596.0,3,6116.92,1,2,4,7,At Risk
17681.0,596.0,5,731.2,1,3,2,6,At Risk
13625.0,596.0,1,301.26,1,1,1,3,Lost
14917.0,596.0,2,1123.75,1,2,3,6,At Risk
13698.0,596.0,2,451.73,1,2,2,5,Lost
17240.0,595.0,1,130.6,1,1,1,3,Lost
15548.0,595.0,1,158.08999999999997,1,1,1,3,Lost
17057.0,595.0,1,294.74,1,1,1,3,Lost
16028.0,595.0,1,82.2,1,2,1,4,Lost
15474.0,595.0,1,150.35000000000002,1,1,1,3,Lost
17729.0,595.0,1,438.65,1,1,2,4,Lost
14556.0,595.0,3,815.6900000000004,1,2,2,5,Lost
16068.0,593.0,1,115.73000000000002,1,1,1,3,Lost
16585.0,593.0,2,341.5899999999999,1,2,1,4,Lost
14677.0,592.0,1,184.90999999999997,1,1,1,3,Lost
14743.0,592.0,1,50.48,1,1,1,3,Lost
13609.0,592.0,1,167.35000000000002,1,1,1,3,Lost
14773.0,592.0,1,140.54999999999998,1,1,1,3,Lost
18091.0,592.0,1,360.84999999999997,1,1,2,4,Lost
15586.0,592.0,3,1139.1,1,2,3,6,At Risk
14999.0,592.0,1,129.48,1,1,1,3,Lost
17093.0,592.0,1,235.88000000000002,1,1,1,3,Lost
16543.0,591.0,1,292.21,1,1,1,3,Lost
17185.0,591.0,3,229.45999999999992,1,3,1,5,Lost
17959.0,591.0,1,140.75,1,1,1,3,Lost
14471.0,590.0,2,400.95,1,2,2,5,Lost
16408.0,590.0,1,231.92999999999998,1,1,1,3,Lost
13775.0,590.0,1,1049.66,1,2,3,6,At Risk
12392.0,590.0,1,234.75000000000003,1,1,1,3,Lost
16749.0,590.0,2,4157.88,1,2,4,7,At Risk
16267.0,590.0,1,186.66000000000003,1,1,1,3,Lost
12698.0,589.0,1,339.75000000000006,1,1,1,3,Lost
17605.0,589.0,1,160.75,1,1,1,3,Lost
14724.0,589.0,1,341.9,1,1,1,3,Lost
18111.0,588.0,1,405.85,1,1,2,4,Lost
15954.0,588.0,1,190.74999999999997,1,1,1,3,Lost
14650.0,588.0,1,62.5,1,1,1,3,Lost
15818.0,587.0,1,340.5,1,1,1,3,Lost
14683.0,587.0,1,146.55999999999997,1,1,1,3,Lost
16651.0,586.0,1,136.2,1,1,1,3,Lost
17565.0,586.0,1,131.83000000000004,1,1,1,3,Lost
15229.0,585.0,1,160.5,1,1,1,3,Lost
13143.0,584.0,1,405.1000000000001,1,1,2,4,Lost
18163.0,583.0,1,728.8399999999998,1,1,2,4,Lost
12503.0,583.0,1,1126.0,1,1,3,5,Lost
15391.0,583.0,1,289.86999999999995,1,1,1,3,Lost
13039.0,583.0,4,1010.73,1,3,3,7,At Risk
13393.0,583.0,4,1131.45,1,3,3,7,At Risk
18028.0,582.0,1,192.05,1,1,1,3,Lost
15868.0,582.0,1,94.53,1,2,1,4,Lost
13400.0,582.0,1,310.83,1,1,1,3,Lost
15591.0,582.0,3,217.90000000000003,1,3,1,5,Lost
13830.0,581.0,1,156.85,1,1,1,3,Lost
17199.0,581.0,1,135.04,1,1,1,3,Lost
17225.0,581.0,1,131.14999999999998,1,1,1,3,Lost
14826.0,581.0,2,385.2,1,2,2,5,Lost
13175.0,581.0,2,831.45,1,2,2,5,Lost
17798.0,581.0,1,178.06999999999994,1,1,1,3,Lost
18254.0,580.0,1,267.9,1,1,1,3,Lost
14814.0,580.0,1,154.21,1,1,1,3,Lost
17028.0,580.0,3,1593.8300000000002,1,2,3,6,At Risk
13007.0,579.0,1,175.25,1,1,1,3,Lost
14941.0,578.0,1,182.10000000000002,1,1,1,3,Lost
14361.0,578.0,1,214.71,1,1,1,3,Lost
13407.0,578.0,3,2244.7000000000016,1,2,3,6,At Risk
13051.0,578.0,2,155.8,1,2,1,4,Lost
14678.0,578.0,1,403.39000000000004,1,1,2,4,Lost
14588.0,577.0,1,135.39000000000001,1,1,1,3,Lost
13943.0,577.0,1,246.54000000000002,1,1,1,3,Lost
18275.0,577.0,2,741.85,1,2,2,5,Lost
17077.0,577.0,1,306.0,1,1,1,3,Lost
17563.0,577.0,2,392.38,1,2,2,5,Lost
13834.0,576.0,2,324.19,1,2,1,4,Lost
12905.0,576.0,2,1018.4200000000001,1,2,3,6,At Risk
17016.0,576.0,1,552.3999999999999,1,1,2,4,Lost
13222.0,576.0,1,88.5,1,2,1,4,Lost
16487.0,576.0,2,209.39999999999995,1,2,1,4,Lost
14391.0,576.0,1,135.6,1,1,1,3,Lost
18197.0,575.0,1,230.1,1,1,1,3,Lost
15470.0,575.0,1,63.419999999999995,1,1,1,3,Lost
14685.0,575.0,8,4536.64,1,4,4,9,Loyal
16088.0,575.0,2,1437.43,1,2,3,6,At Risk
17484.0,575.0,2,209.56999999999996,1,2,1,4,Lost
12549.0,575.0,6,1575.6799999999998,1,3,3,7,At Risk
12482.0,575.0,29,23691.399999999987,1,4,4,9,Loyal
12894.0,574.0,1,157.35,1,1,1,3,Lost
17113.0,573.0,6,2305.5900000000006,1,3,4,8,Loyal
16922.0,572.0,1,611.0800000000008,1,1,2,4,Lost
14982.0,571.0,1,237.78,1,1,1,3,Lost
16507.0,571.0,1,142.70999999999998,1,1,1,3,Lost
13432.0,570.0,2,439.09999999999997,1,2,2,5,Lost
14017.0,570.0,1,229.75000000000003,1,1,1,3,Lost
18157.0,570.0,1,213.9,1,1,1,3,Lost
15282.0,569.0,1,348.59,1,1,2,4,Lost
14325.0,569.0,1,245.47999999999996,1,1,1,3,Lost
17184.0,568.0,2,198.40999999999997,1,2,1,4,Lost
16564.0,568.0,1,87.8,1,2,1,4,Lost
16664.0,568.0,1,109.20000000000002,1,1,1,3,Lost
